bssid,recordDate,latitude,longitude,accuracy,signalStrength,ssid,securityType,channel,frequency,capabilities,totalSurveys,inconsistentLocation
1c:59:9b:ed:71:20,1679148290342,52.2274816666667,-2.738665,6.40000009536743,-86,TALKTALKED7119,WPA2,0,2422,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],1,0
00:a2:ee:44:77:ed,1679148290336,52.2274816666667,-2.738665,6.40000009536743,-69,WilliamHillWiFi,OPEN,1,5660,[ESS],2,0
e8:2c:6d:ff:7f:1a,1679148290336,52.2274816666667,-2.738665,6.40000009536743,-70,Befibre-7f10,WPA2,2,5765,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],1,0
08:31:a4:8d:e6:11,1679148295516,52.2274816666667,-2.738665,6.40000009536743,-63,HUAWEI-B535-E611,WPA2,1,2442,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:86:60:ce:10:67,1679148295516,52.2274816666667,-2.738665,6.40000009536743,-65,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:86:60:ce:10:66,1679148295520,52.2274816666667,-2.738665,6.40000009536743,-69,,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:d7:aa:3f:d7:cb,1679148295518,52.2274816666667,-2.738665,6.40000009536743,-69,BTWi-fi,OPEN,2,5240,[ESS],1,0
72:86:60:ce:10:63,1679148295518,52.2274816666667,-2.738665,6.40000009536743,-69,BTWi-fi,OPEN,2,5240,[ESS],2,0
00:a2:ee:44:77:e0,1679148295520,52.2274816666667,-2.738665,6.40000009536743,-74,_BTWi-fi,OPEN,0,2412,[ESS],1,0
e8:2c:6d:ff:97:0a,1679148295520,52.2274816666667,-2.738665,6.40000009536743,-74,BeFibre-9700,WPA2,2,5765,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],2,0
00:a2:ee:44:77:e3,1679148295521,52.2274816666667,-2.738665,6.40000009536743,-74,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
7a:86:60:ce:10:64,1679148295518,52.2274816666667,-2.738665,6.40000009536743,-66,BTWi-fi,OPEN,0,2412,[ESS],1,0
c6:06:c3:83:0b:07,1679148295523,52.2274816666667,-2.738665,6.40000009536743,-84,,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:d7:aa:3f:d7:cc,1679148295518,52.2274816666667,-2.738665,6.40000009536743,-69,BTWifi-X,WPA2,2,5240,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
f0:51:36:91:00:78,1679148295517,52.2274816666667,-2.738665,6.40000009536743,-65,4GEE-WiFi-4754-2.4GHz,WPA2,0,2427,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],1,0
d4:86:60:ce:10:62,1679148295519,52.2274816666667,-2.738665,6.40000009536743,-69,BTB-HTCG2J,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
6e:d7:9a:db:e5:cd,1679148295522,52.2274816666667,-2.738665,6.40000009536743,-80,SMH-Staff,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
08:31:a4:8d:e6:16,1679148295521,52.2274816666667,-2.738665,6.40000009536743,-75,HUAWEI-B535-E611,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
10:27:f5:ba:db:4f,1679148295525,52.2274816666667,-2.738665,6.40000009536743,-91,Baz-Net-CB,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
72:d7:9a:db:e5:cd,1679148295522,52.2274816666667,-2.738665,6.40000009536743,-80,SMH-Coffee,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
76:d7:9a:db:e5:cd,1679148295522,52.2274816666667,-2.738665,6.40000009536743,-80,SMH-Shop,WPA2,1,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:86:60:ce:10:64,1679148295519,52.2274816666667,-2.738665,6.40000009536743,-69,BTWifi-X,WPA2,2,5240,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],2,0
00:a2:ee:44:77:e2,1679148295520,52.2274816666667,-2.738665,6.40000009536743,-74,WilliamHillWiFi,OPEN,0,2412,[ESS],1,0
3c:17:10:80:dd:53,1679148300711,52.2274816666667,-2.738665,6.40000009536743,-68,BTHub6-G56S,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
3c:17:10:80:dd:52,1679148300709,52.2274816666667,-2.738665,6.40000009536743,-67,BTHub6-G56S,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
5a:a1:c7:1d:a8:b2,1679148300712,52.2274816666667,-2.738665,6.40000009536743,-78,Orbay iPhone??,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
10:27:f5:ba:db:4e,1679148300713,52.2274816666667,-2.738665,6.40000009536743,-78,Baz-Net-CB,WPA2,1,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
54:64:d9:03:ea:d1,1679148300712,52.2274816666667,-2.738665,6.40000009536743,-76,BTHub4-P2Z3,WPA2,1,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
c0:06:c3:83:0b:07,1679148300713,52.2274816666667,-2.738665,6.40000009536743,-79,Leominster Barbers,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:d7:aa:3f:d7:cc,1679148300714,52.2274816666667,-2.738665,6.40000009536743,-85,BTWi-fi,OPEN,0,2462,[ESS],1,0
3e:17:10:80:de:50,1679148300711,52.2274816666667,-2.738665,6.40000009536743,-68,BTWi-fi,OPEN,2,5180,[ESS],1,0
3e:17:10:80:de:51,1679148300710,52.2274816666667,-2.738665,6.40000009536743,-68,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
c6:06:c3:83:2b:cb,1679148300714,52.2274816666667,-2.738665,6.40000009536743,-92,,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
c0:06:c3:83:0b:06,1679148300712,52.2274816666667,-2.738665,6.40000009536743,-75,Leominster Barbers,WPA2,1,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
54:64:d9:03:ea:d3,1679148300713,52.2274816666667,-2.738665,6.40000009536743,-78,BTWi-fi,OPEN,0,2437,[ESS],2,0
1c:59:9b:dd:a1:68,1679148300710,52.2274816666667,-2.738665,6.40000009536743,-67,TALKTALKDDA161,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],0,0
3e:17:10:80:df:53,1679148300711,52.2274816666667,-2.738665,6.40000009536743,-69,BTWi-fi,OPEN,0,2412,[ESS],2,0
54:64:d9:03:ea:d0,1679148300712,52.2274816666667,-2.738665,6.40000009536743,-76,BTHub4-P2Z3,WPA2,0,2437,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS][WPS],2,0
c6:06:c3:83:2b:c3,1679148300714,52.2274816666667,-2.738665,6.40000009536743,-89,,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
18:a6:f7:56:81:cd,1679148305885,52.2274816666667,-2.738665,6.40000009536743,-69,TP-LINK_81CB_5G,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
54:64:d9:03:ea:d5,1679148305886,52.2274816666667,-2.738665,6.40000009536743,-77,BTWifi-X,WPA2,0,2437,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
a8:b1:3b:39:53:0e,1679148305887,52.2274816666667,-2.738665,6.40000009536743,-88,DIRECT-0D-HP DeskJet 4100 series,WPA2,0,2432,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
24:20:c7:56:cf:3c,1679148305886,52.2274816666667,-2.738665,6.40000009536743,-77,BTHub5-KQWG,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
00:1d:aa:1d:c3:b0,1679148305886,52.2274816666667,-2.738665,6.40000009536743,-77,Central_Bakery_Office,WPA2,0,2437,[WPA-PSK-TKIP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
26:20:c7:56:cf:3d,1679148305887,52.2274816666667,-2.738665,6.40000009536743,-90,BTWi-fi,OPEN,2,5240,[ESS],1,0
20:b0:01:cb:a8:f3,1679148305885,52.2274816666667,-2.738665,6.40000009536743,-73,FONESOLUTIONS,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
18:62:2c:36:98:b2,1679148305888,52.2274816666667,-2.738665,6.40000009536743,-92,PLUSNET-3RQH,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
26:20:c7:56:cf:3c,1679148305887,52.2274816666667,-2.738665,6.40000009536743,-78,BTWi-fi,OPEN,0,2412,[ESS],1,0
c8:91:f9:20:33:95,1679148305887,52.2274816666667,-2.738665,6.40000009536743,-88,BTWifi-X,WPA2,0,2462,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
ac:86:74:05:9a:5a,1679148311027,52.2274816666667,-2.738665,6.40000009536743,-72,cloudtrax,OPEN,0,2437,[ESS],1,0
6a:86:60:99:43:9e,1679148311028,52.2274816666667,-2.738665,6.40000009536743,-86,BTWi-fi,OPEN,0,2462,[ESS],1,0
72:58:80:53:8a:cf,1679148311028,52.2274816666667,-2.738665,6.40000009536743,-87,BTWi-fi,OPEN,0,2437,[ESS],1,0
18:58:80:53:8a:ce,1679148311029,52.2274816666667,-2.738665,6.40000009536743,-88,BT-S6CWWT,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
20:47:ed:cf:4f:5b,1679148311029,52.2274816666667,-2.738665,6.40000009536743,-87,SKY2A8F1,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
cc:64:a6:ec:a0:a8,1679148311026,52.2274816666667,-2.738665,6.40000009536743,-61,TALKTALKECA098,WPA2,0,2422,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
cc:64:a6:ec:a0:ac,1679148311027,52.2274816666667,-2.738665,6.40000009536743,-68,TALKTALKECA098,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:86:60:99:43:9d,1679148311028,52.2274816666667,-2.738665,6.40000009536743,-87,BTB-WRCG3W,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
80:20:da:70:c2:f0,1679148311029,52.2274816666667,-2.738665,6.40000009536743,-95,TALKTALK70C2F2,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
60:e3:27:55:64:94,1679148316159,52.2274816666667,-2.738665,6.40000009536743,-91,Lucy-Office,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
20:b0:01:fa:33:e3,1679148316159,52.2274816666667,-2.738665,6.40000009536743,-91,XLN For Small Biz_PNKY,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
50:eb:f8:19:c9:90,1679148316157,52.2274816666667,-2.738665,6.40000009536743,-80,IDNet,WPA2,0,2432,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
90:02:18:37:56:96,1679148316159,52.2274816666667,-2.738665,6.40000009536743,-91,SKYEWB99,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
cc:d4:2e:e5:66:db,1679148316156,52.2274816666667,-2.738665,6.40000009536743,-77,EE-Hub-dNg9,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
62:86:60:6b:41:15,1679148316158,52.2274816666667,-2.738665,6.40000009536743,-86,BTWi-fi,OPEN,0,2412,[ESS],1,0
58:11:22:52:27:a8,1679148316160,52.2274816666667,-2.738665,6.40000009536743,-95,IDNet,WPA2,0,2417,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
64:cc:22:56:98:83,1679148316156,52.2274816666667,-2.738665,6.40000009536743,-72,EE-BrightBox-n33y3f,WPA2,0,2412,[WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][WPA-PSK-CCMP+TKIP][ESS],1,0
8c:59:73:73:27:80,1679148316159,52.2274816666667,-2.738665,6.40000009536743,-88,Hogwarts5,WPA2,1,5600,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
d8:32:14:5d:18:40,1679148316157,52.2274816666667,-2.738665,6.40000009536743,-81,EE-Hub-dNg9,WPA2,1,2437,[WPA-PSK-CCMP][WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
50:70:43:04:e5:9a,1679148316160,52.2274816666667,-2.738665,6.40000009536743,-95,SKYEWB99,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
c0:3e:0f:c5:46:1d,1679148316158,52.2274816666667,-2.738665,6.40000009536743,-82,SKY8FEFE,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
cc:d4:2e:e5:66:da,1679148321303,52.2274816666667,-2.738665,6.40000009536743,-66,EE-Hub-dNg9,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:86:60:6b:41:14,1679148321305,52.2274816666667,-2.738665,6.40000009536743,-74,BTWi-fi,OPEN,2,5180,[ESS],3,0
8c:59:73:73:27:7f,1679148321304,52.2274816666667,-2.738665,6.40000009536743,-71,Hogwarts2.4,WPA2,0,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
d4:86:60:6b:41:13,1679148321304,52.2274816666667,-2.738665,6.40000009536743,-74,BTB-MWCGPJ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],3,0
10:d7:b0:44:31:aa,1679148321306,52.2274816666667,-2.738665,6.40000009536743,-81,PLUSNET-CTFT,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
10:27:f5:55:79:b5,1679148321307,52.2274816666667,-2.738665,6.40000009536743,-87,Onestream,WPA2,1,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:86:60:6b:41:15,1679148321305,52.2274816666667,-2.738665,6.40000009536743,-74,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],4,0
12:27:f5:65:79:b4,1679148321306,52.2274816666667,-2.738665,6.40000009536743,-86,,WPA2,2,5200,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
d4:da:cd:f0:6f:08,1679148321307,52.2274816666667,-2.738665,6.40000009536743,-91,SKY0CC53,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
50:eb:f8:19:c9:94,1679148321307,52.2274816666667,-2.738665,6.40000009536743,-92,IDNet_5G,WPA2,2,5260,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
10:27:f5:55:79:b4,1679148321307,52.2274816666667,-2.738665,6.40000009536743,-88,Onestream,WPA2,2,5200,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
10:06:45:60:60:b2,1679148326452,52.2274816666667,-2.738665,6.40000009536743,-61,TALKTALK6060B5,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2,0
6a:86:60:45:bb:a7,1679148326456,52.2274816666667,-2.738665,6.40000009536743,-86,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
62:86:60:6b:41:10,1679148326453,52.2274816666667,-2.738665,6.40000009536743,-63,,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
72:86:60:45:bb:a7,1679148326455,52.2274816666667,-2.738665,6.40000009536743,-76,BTWi-fi,OPEN,0,2412,[ESS],1,0
16:49:bc:42:65:00,1679148326454,52.2274816666667,-2.738665,6.40000009536743,-75,one833,WPA2,1,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
2a:87:ba:61:c2:02,1679148326457,52.2274816666667,-2.738665,6.40000009536743,-94,,WPA2,1,2427,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
d6:35:1d:a9:b6:b1,1679148326455,52.2274816666667,-2.738665,6.40000009536743,-77,vodafoneA9B6A9,WPA2,2,5520,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
b8:d5:26:f3:94:20,1679148326456,52.2274816666667,-2.738665,6.40000009536743,-87,Zyxel_9421,WPA2,0,2422,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
34:6b:46:b9:e5:19,1679148326457,52.2274816666667,-2.738665,6.40000009536743,-89,TALKTALKB9E51B,WPA2,2,5240,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:86:60:6b:41:14,1679148326453,52.2274816666667,-2.738665,6.40000009536743,-66,BTB-MWCGPJ,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
10:06:45:60:60:b3,1679148326453,52.2274816666667,-2.738665,6.40000009536743,-71,TALKTALK6060B5,WPA2,2,5260,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:86:60:45:bb:a6,1679148326454,52.2274816666667,-2.738665,6.40000009536743,-74,BT-ZGCM85,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:35:1d:a9:b6:a9,1679148326458,52.2274816666667,-2.738665,6.40000009536743,-97,vodafoneA9B6A9,WPA2,0,2472,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
12:27:f5:65:79:b5,1679148326457,52.2274816666667,-2.738665,6.40000009536743,-89,,WPA2,1,2457,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
d4:86:60:45:bb:a5,1679148326455,52.2274816666667,-2.738665,6.40000009536743,-85,BT-ZGCM85,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
6a:86:60:45:bb:a6,1679148326456,52.2274816666667,-2.738665,6.40000009536743,-85,BTWi-fi,OPEN,2,5180,[ESS],1,0
62:45:b7:0b:db:fc,1679148326457,52.2274816666667,-2.738665,6.40000009536743,-91,,WEP,-1,5745,[WEP][ESS],1,0
cc:2d:21:37:b9:e1,1679148331643,52.2274816666667,-2.738665,6.40000009536743,-51,LeominsterAV,WPA2,0,2412,[WPA2-PSK+FT/PSK-TKIP+CCMP][RSN-PSK+FT/PSK-TKIP+CCMP][ESS],1,0
aa:6a:bb:f9:ca:d3,1679148331645,52.2274816666667,-2.738665,6.40000009536743,-73,BTWifi-X,WPA2,2,5220,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
cc:2d:21:37:b9:e4,1679148331643,52.2274816666667,-2.738665,6.40000009536743,-73,LeominsterAV,WPA2,2,5200,[WPA2-PSK+FT/PSK-TKIP+CCMP][RSN-PSK+FT/PSK-TKIP+CCMP][ESS],1,0
a8:6a:bb:f9:c9:d1,1679148331644,52.2274816666667,-2.738665,6.40000009536743,-73,BTBHub6-M3HS,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
68:ff:7b:00:a7:44,1679148331648,52.2274816666667,-2.738665,6.40000009536743,-81,LeominsterAV,WPA2,1,2457,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
82:9f:01:c8:d5:0b,1679148331649,52.2274816666667,-2.738665,6.40000009536743,-85,HUAWEI-B311-D5C8,WPA2,1,2447,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
e8:48:b8:ad:fa:06,1679148331646,52.2274816666667,-2.738665,6.40000009536743,-79,Coachhouse1_EXT,WPA2,1,2427,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
aa:6a:bb:f9:cb:d1,1679148331647,52.2274816666667,-2.738665,6.40000009536743,-79,BTWi-fi,OPEN,0,2462,[ESS],1,0
90:02:18:a2:12:fc,1679148331648,52.2274816666667,-2.738665,6.40000009536743,-81,SKYWEKKL,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:86:60:6b:41:17,1679148331647,52.2274816666667,-2.738665,6.40000009536743,-80,,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
a0:04:60:04:72:e2,1679148331648,52.2274816666667,-2.738665,6.40000009536743,-83,LeoMuseumVisitor,WPA2,1,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
cc:2d:21:37:b9:d9,1679148331644,52.2274816666667,-2.738665,6.40000009536743,-73,LeominsterAV,WPA2,0,2437,[WPA2-PSK+FT/PSK-TKIP+CCMP][RSN-PSK+FT/PSK-TKIP+CCMP][ESS],1,0
a8:6a:bb:f9:c9:d0,1679148331646,52.2274816666667,-2.738665,6.40000009536743,-75,BTBHub6-M3HS,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d8:0d:17:38:4e:8d,1679148331647,52.2274816666667,-2.738665,6.40000009536743,-80,Townsend's,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
28:87:ba:71:c2:02,1679148331644,52.2274816666667,-2.738665,6.40000009536743,-73,Coachhouse1,WPA2,1,2427,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
e8:65:d4:d5:f4:59,1679148331648,52.2274816666667,-2.738665,6.40000009536743,-82,LeominsterAV,WPA2,0,2462,[WPA2-PSK+FT/PSK-CCMP][RSN-PSK+FT/PSK-CCMP][ESS],1,0
28:87:ba:71:c2:04,1679148331648,52.2274816666667,-2.738665,6.40000009536743,-84,Coachhouse2,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7c:77:16:9d:8e:a2,1679148331649,52.2274816666667,-2.738665,6.40000009536743,-84,LeoMuseum,WPA2,2,5540,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
aa:6a:bb:f9:ca:d2,1679148331645,52.2274816666667,-2.738665,6.40000009536743,-73,BTWi-fi,OPEN,2,5220,[ESS],1,0
e0:b9:e5:6d:8d:2b,1679148331650,52.2274816666667,-2.738665,6.40000009536743,-86,LeoMuseumVisitor2,WPA2,0,2412,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-TKIP][ESS][WPS],1,0
2a:87:ba:61:c2:04,1679148331650,52.2274816666667,-2.738665,6.40000009536743,-85,,WPA2,2,5220,[WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],1,0
34:6b:46:b9:e5:18,1679148331650,52.2274816666667,-2.738665,6.40000009536743,-87,TALKTALKB9E51B,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
50:70:43:ed:96:ba,1679148331646,52.2274816666667,-2.738665,6.40000009536743,-74,SKYWEKKL,WPA2,0,2462,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
58:11:22:57:14:ac,1679148331650,52.2274816666667,-2.738665,6.40000009536743,-87,IDNet_5G,WPA2,2,5500,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
50:70:43:ed:96:bd,1679148331646,52.2274816666667,-2.738665,6.40000009536743,-74,SKYWEKKL,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d8:0d:17:38:4e:8f,1679148331651,52.2274816666667,-2.738665,6.40000009536743,-91,Townsend's_5G,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7c:77:16:9d:8e:a1,1679148331646,52.2274816666667,-2.738665,6.40000009536743,-75,LeoMuseum,WPA2,0,2452,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
e8:48:b8:ad:fa:07,1679148331651,52.2274816666667,-2.738665,6.40000009536743,-92,Coachhouse2_EXT,WPA2,2,5220,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],1,0
4c:1b:86:b8:63:45,1679148336851,52.2273616666667,-2.738171667,11.8000001907349,-67,BT-95A2CN,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
a4:91:b1:b1:5f:3d,1679148336852,52.2273616666667,-2.738171667,11.8000001907349,-70,XLN For Small Biz_5BW3,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
7a:1b:86:6c:86:94,1679148336853,52.2273616666667,-2.738171667,11.8000001907349,-75,BTWi-fi,OPEN,0,2437,[ESS],1,0
d0:58:fc:5e:92:d6,1679148336852,52.2273616666667,-2.738171667,11.8000001907349,-69,SKY4FA37,WPA2,0,2437,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
4c:1b:86:b8:63:46,1679148336853,52.2273616666667,-2.738171667,11.8000001907349,-85,BT-95A2CN,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:d4:2e:b8:39:2a,1679148336854,52.2273616666667,-2.738171667,11.8000001907349,-90,BTWifi-X,WPA2,2,5180,[WPA2-EAP-CCMP][RSN-EAP-CCMP][ESS],1,0
24:a7:dc:96:77:ed,1679148336853,52.2273616666667,-2.738171667,11.8000001907349,-82,SKY4FA37,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d4:da:cd:a1:bd:8b,1679148336854,52.2273616666667,-2.738171667,11.8000001907349,-86,SKY4FA37,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
62:d4:2e:b8:39:29,1679148336854,52.2273616666667,-2.738171667,11.8000001907349,-89,BTWi-fi,OPEN,2,5180,[ESS],1,0
80:75:1f:9a:09:9d,1679148336852,52.2273616666667,-2.738171667,11.8000001907349,-73,SKYMFQRZ,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
d0:58:fc:5e:92:d3,1679148336853,52.2273616666667,-2.738171667,11.8000001907349,-75,SKY4FA37,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
30:b1:b5:c3:a4:36,1679148341963,52.2273616666667,-2.738171667,11.8000001907349,-71,BTB-RCAR6X,WPA2,2,5180,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],1,0
